chain_id,base_question_id,chain_type,chain_question,trigger_condition,difficulty,domain,primary_skill,order_in_chain,max_depth,adaptive_weight,scoring_threshold,session_applicable
dc1e22a0-c389-42cc-8740-b4a0d22ddc2f,Q00021,follow_up,Can you provide a specific metric when you tried to migrate a realtime data pipeline?,Missed database indexing,Medium,System Design,Microservices,2,3,0.5,6,All
45f3867d-6951-43c0-ab94-deca6cb40aa7,Q00021,deep_dive,What are the specific trade-offs of using Microservices for this over an alternative?,Strong base answer,Medium,System Design,Microservices,3,3,0.6,7,All
053b3219-f919-4876-a73c-3c2301c047b2,Q00021,edge_case,How does the system recover if Microservices fails with limited budget for cloud resources?,No mention of caching strategy,Medium,System Design,Microservices,4,3,0.8,8,All
34a676a5-2340-47f5-a1ba-2200676d2787,Q00022,follow_up,Can you provide a specific metric when you tried to scale a distributed microservices architecture?,Candidate lacked metrics,Medium,Technical,React,2,3,0.5,6,All
427eedfd-81f9-4ef0-a0bf-bc56d6311f38,Q00022,deep_dive,What are the specific trade-offs of using React for this over an alternative?,Strong base answer,Medium,Technical,React,3,3,0.6,7,All
99083984-52e8-4f4f-aa1d-976f35e849ee,Q00022,edge_case,How does the system recover if React fails with limited budget for cloud resources?,No mention of trade-offs,Medium,Technical,React,4,3,0.8,8,All
2065c62c-90fe-433e-8280-54bcd57c67ba,Q00023,follow_up,Can you provide a specific metric when you tried to secure an offline-first mobile app backing service?,Weak on reflection,Hard,Soft Skills,Communication,2,3,0.5,6,All
958a125c-161b-49a7-a7d7-6b7682c1fd13,Q00023,deep_dive,What are the specific trade-offs of using Communication for this over an alternative?,No personal ownership shown,Hard,Soft Skills,Communication,3,3,0.6,7,All
09d0891d-c6b9-4aea-8de4-081aeee085bb,Q00023,edge_case,How does the system recover if Communication fails under strict memory constraints?,No conflict acknowledged,Hard,Soft Skills,Communication,4,3,0.8,8,All
d79a8e1e-563a-4a06-9a06-f3c3c68ecc48,Q00024,follow_up,Can you provide a specific metric when you tried to design a distributed microservices architecture?,No capacity planning discussed,Hard,System Design,Microservices,2,3,0.5,6,All
dc0e69a2-9e78-4c85-a20d-b104e101674b,Q00024,deep_dive,What are the specific trade-offs of using Microservices for this over an alternative?,Missing CAP theorem awareness,Hard,System Design,Microservices,3,3,0.6,7,All
4c5cf53d-3c39-473e-91e0-3b77ac79746f,Q00024,edge_case,How does the system recover if Microservices fails with a globally distributed team?,Did not address bottlenecks,Hard,System Design,Microservices,4,3,0.8,8,All
dadf5f0e-8ef8-40d4-abcd-a737faaf8f8d,Q00025,follow_up,Can you provide a specific metric when you tried to optimize a distributed microservices architecture?,No API versioning mentioned,Hard,System Design,Security,2,3,0.5,6,All
75e25fb3-09e0-4613-ae51-e317082bd590,Q00025,deep_dive,What are the specific trade-offs of using Security for this over an alternative?,Strong base answer,Hard,System Design,Security,3,3,0.6,7,All
42bc8c71-b869-4e13-b959-5bc04bdfcd2b,Q00025,edge_case,How does the system recover if Security fails during a major compliance audit?,No mention of data consistency,Hard,System Design,Security,4,3,0.8,8,All
5be07d8b-8ec3-455f-9064-f3867fafcad1,Q00026,follow_up,Can you provide a specific metric when you tried to scale a resource-constrained IoT ecosystem?,No conflict acknowledged,Easy,Soft Skills,Adaptability,2,3,0.5,6,All
f3b77bc2-f4f1-4c18-abaf-156558f35651,Q00026,deep_dive,What are the specific trade-offs of using Adaptability for this over an alternative?,No personal ownership shown,Easy,Soft Skills,Adaptability,3,3,0.6,7,All
35f6d0f2-4812-45aa-823b-296321648598,Q00026,edge_case,How does the system recover if Adaptability fails with zero downtime?,No personal ownership shown,Easy,Soft Skills,Adaptability,4,3,0.8,8,All
acdbc412-5290-446f-86db-48883f7070d7,Q00027,follow_up,Can you provide a specific metric when you tried to design a distributed microservices architecture?,Generic answer not domain-tailored,Hard,Domain Knowledge,E-commerce,2,3,0.5,6,All
6f1484bc-8456-490f-8227-eb3f9126344b,Q00027,deep_dive,What are the specific trade-offs of using E-commerce for this over an alternative?,Strong base answer,Hard,Domain Knowledge,E-commerce,3,3,0.6,7,All
b93efcfb-1778-43de-834f-173e520fa0ad,Q00027,edge_case,How does the system recover if E-commerce fails with zero downtime?,Missed key domain constraint,Hard,Domain Knowledge,E-commerce,4,3,0.8,8,All
b6c3a373-9c88-4f55-86ef-6de2a89c4069,Q00028,follow_up,Can you provide a specific metric when you tried to implement a highly secure payment gateway?,Missed integration complexity,Expert,Domain Knowledge,EdTech,2,3,0.5,6,All
cc4cd541-580d-400b-9e53-f4c050af3ceb,Q00028,deep_dive,What are the specific trade-offs of using EdTech for this over an alternative?,Strong base answer,Expert,Domain Knowledge,EdTech,3,3,0.6,7,All
de8dfabb-5530-4d42-b2c7-cbbe96e8bc89,Q00028,edge_case,How does the system recover if EdTech fails with limited budget for cloud resources?,No mention of business impact,Expert,Domain Knowledge,EdTech,4,3,0.8,8,All
b91cbbd4-8f7e-460f-b27f-a7999e64bbd9,Q00029,follow_up,Can you provide a specific metric when you tried to troubleshoot a resource-constrained IoT ecosystem?,Weak on reflection,Expert,Soft Skills,Leadership,2,3,0.5,6,All
5b65ec34-3d01-4d28-a5a8-bdd91b79a434,Q00029,deep_dive,What are the specific trade-offs of using Leadership for this over an alternative?,Strong STAR answer,Expert,Soft Skills,Leadership,3,3,0.6,7,All
0f2efcbb-c5a9-45b0-9718-873c89f467d3,Q00029,edge_case,How does the system recover if Leadership fails while ensuring 99.99% uptime?,No measurable impact given,Expert,Soft Skills,Leadership,4,3,0.8,8,All
12a4b3c1-318c-4dd5-b710-77067577f55e,Q00030,follow_up,Can you provide a specific metric when you tried to secure a legacy monolithic system?,No mention of caching strategy,Medium,System Design,Database Design,2,3,0.5,6,All
61253c6e-f90a-475b-a0fe-06835084bdaa,Q00030,deep_dive,What are the specific trade-offs of using Database Design for this over an alternative?,Missing CAP theorem awareness,Medium,System Design,Database Design,3,3,0.6,7,All
4bee5f69-34cc-4b60-8608-5d08ee26d7d4,Q00030,edge_case,How does the system recover if Database Design fails while ensuring 99.99% uptime?,No API versioning mentioned,Medium,System Design,Database Design,4,3,0.8,8,All
f6302449-3eee-46eb-8ace-8250cba30ded,Q00031,follow_up,Can you provide a specific metric when you tried to migrate a high-traffic web application?,Generic example used,Hard,Soft Skills,Communication,2,3,0.5,6,All
dc9fed01-0df6-430c-938c-d49ed887f5af,Q00031,deep_dive,What are the specific trade-offs of using Communication for this over an alternative?,Strong STAR answer,Hard,Soft Skills,Communication,3,3,0.6,7,All
46ca51d9-f08d-467f-968f-bdaccd085723,Q00031,edge_case,How does the system recover if Communication fails during a major compliance audit?,Did not mention team dynamics,Hard,Soft Skills,Communication,4,3,0.8,8,All
3b833507-a164-4d13-b5f8-2f5d2f25caf6,Q00032,follow_up,Can you provide a specific metric when you tried to troubleshoot a realtime data pipeline?,No capacity planning discussed,Medium,System Design,API Design,2,3,0.5,6,All
880585f5-e796-4023-8b5c-ecaa516fcedc,Q00032,deep_dive,What are the specific trade-offs of using API Design for this over an alternative?,Strong base answer,Medium,System Design,API Design,3,3,0.6,7,All
d5e76401-0b63-4a54-8bed-25b043788fff,Q00032,edge_case,How does the system recover if API Design fails with zero downtime?,No capacity planning discussed,Medium,System Design,API Design,4,3,0.8,8,All
6ff9de9b-8c79-4c39-bb4c-a6106d88266f,Q00033,follow_up,Can you provide a specific metric when you tried to troubleshoot a latency-sensitive trading platform?,Did not address security,Medium,Technical,JavaScript,2,3,0.5,6,All
b8b10923-9932-413f-809e-a947d5c0c718,Q00033,deep_dive,What are the specific trade-offs of using JavaScript for this over an alternative?,Strong base answer,Medium,Technical,JavaScript,3,3,0.6,7,All
d9057244-488c-43b5-8b6c-cb3029cc9189,Q00033,edge_case,How does the system recover if JavaScript fails during a major compliance audit?,Missing failure scenarios,Medium,Technical,JavaScript,4,3,0.8,8,All
e3ec952e-837c-49f5-bb6c-2b23309223fb,Q00034,follow_up,Can you provide a specific metric when you tried to optimize a distributed microservices architecture?,Missed scalability concerns,Easy,Technical,Kubernetes,2,3,0.5,6,All
eeb2b93c-5fa0-4aff-8707-d1bc8c0410c2,Q00034,deep_dive,What are the specific trade-offs of using Kubernetes for this over an alternative?,Strong base answer,Easy,Technical,Kubernetes,3,3,0.6,7,All
16050956-e2b2-479f-86ce-033d875b5f71,Q00034,edge_case,How does the system recover if Kubernetes fails while ensuring 99.99% uptime?,No mention of trade-offs,Easy,Technical,Kubernetes,4,3,0.8,8,All
9f45cce2-d4c5-42c5-b53b-5b58870dc81e,Q00035,follow_up,Can you provide a specific metric when you tried to troubleshoot a highly secure payment gateway?,No lessons learned mentioned,Easy,Soft Skills,Time Management,2,3,0.5,6,All
9e767a6f-ffda-47dc-a3b7-8bfa74d99c44,Q00035,deep_dive,What are the specific trade-offs of using Time Management for this over an alternative?,Strong self-awareness shown,Easy,Soft Skills,Time Management,3,3,0.6,7,All
7f21a686-8231-4dad-9f66-eec3346a1675,Q00035,edge_case,How does the system recover if Time Management fails with limited budget for cloud resources?,No conflict acknowledged,Easy,Soft Skills,Time Management,4,3,0.8,8,All
f42402a3-bb81-42ee-8d6c-b9638c2595f5,Q00036,follow_up,Can you provide a specific metric when you tried to scale a legacy monolithic system?,Missing CAP theorem awareness,Expert,System Design,Security,2,3,0.5,6,All
79fffdcd-8e10-4abb-aa1b-1491f423d82d,Q00036,deep_dive,What are the specific trade-offs of using Security for this over an alternative?,Strong base answer,Expert,System Design,Security,3,3,0.6,7,All
2bb312dd-f008-4953-b4ff-f93a5f8a77aa,Q00036,edge_case,How does the system recover if Security fails during a major compliance audit?,No mention of caching strategy,Expert,System Design,Security,4,3,0.8,8,All
db922b0f-66b4-4ad8-980a-10940c094334,Q00037,follow_up,Can you provide a specific metric when you tried to implement a latency-sensitive trading platform?,Generic example used,Expert,Soft Skills,Time Management,2,3,0.5,6,All
f295aad2-9518-413f-98c4-939418f73f08,Q00037,deep_dive,What are the specific trade-offs of using Time Management for this over an alternative?,Strong self-awareness shown,Expert,Soft Skills,Time Management,3,3,0.6,7,All
eae441a2-6f5e-4e58-8d10-2e74e8ff8459,Q00037,edge_case,How does the system recover if Time Management fails with zero downtime?,Stakeholder impact missing,Expert,Soft Skills,Time Management,4,3,0.8,8,All
f0cb11f7-6c72-4a82-a9b7-8fe0796b8c26,Q00038,follow_up,Can you provide a specific metric when you tried to debug a high-traffic web application?,Missing domain-specific risk,Medium,Domain Knowledge,Healthcare,2,3,0.5,6,All
148a31d1-e6e1-4e2e-865a-04d193f55fb3,Q00038,deep_dive,What are the specific trade-offs of using Healthcare for this over an alternative?,Strong base answer,Medium,Domain Knowledge,Healthcare,3,3,0.6,7,All
0ad84d02-9844-43c6-a7f8-eaf6acada0f5,Q00038,edge_case,How does the system recover if Healthcare fails with limited budget for cloud resources?,Domain-specific terminology missing,Medium,Domain Knowledge,Healthcare,4,3,0.8,8,All
700067e6-5fa6-4ed2-89bb-01520a1895c2,Q00039,follow_up,Can you provide a specific metric when you tried to refactor a latency-sensitive trading platform?,Missing domain-specific risk,Expert,Domain Knowledge,SaaS,2,3,0.5,6,All
a6db489b-85c5-425a-b765-67490e73640f,Q00039,deep_dive,What are the specific trade-offs of using SaaS for this over an alternative?,Strong base answer,Expert,Domain Knowledge,SaaS,3,3,0.6,7,All
c6e0c57c-05ad-4b2a-929d-8dd282382d62,Q00039,edge_case,How does the system recover if SaaS fails with a globally distributed team?,Domain-specific terminology missing,Expert,Domain Knowledge,SaaS,4,3,0.8,8,All
c3b1ac01-09f8-4fee-bab1-a53babcf707a,Q00040,follow_up,Can you provide a specific metric when you tried to optimize a distributed microservices architecture?,No mention of data consistency,Hard,System Design,Scalability,2,3,0.5,6,All
eee35be6-2034-4508-a95b-f4fc29b98e3d,Q00040,deep_dive,What are the specific trade-offs of using Scalability for this over an alternative?,Missing CAP theorem awareness,Hard,System Design,Scalability,3,3,0.6,7,All
380ba848-3b25-4e5c-a5b0-3107ee878edb,Q00040,edge_case,How does the system recover if Scalability fails with limited budget for cloud resources?,Missed database indexing,Hard,System Design,Scalability,4,3,0.8,8,All
fb89e20d-3dcd-4cfc-9b96-2bff3d588fcd,Q00041,follow_up,Can you provide a specific metric when you tried to design a latency-sensitive trading platform?,Did not address bottlenecks,Hard,System Design,Microservices,2,3,0.5,6,All
658c8d4c-552b-4fad-911a-cdf03f35eb98,Q00041,deep_dive,What are the specific trade-offs of using Microservices for this over an alternative?,Missing CAP theorem awareness,Hard,System Design,Microservices,3,3,0.6,7,All
5cd4e962-b32f-4d2b-b9aa-10ba603d0521,Q00041,edge_case,How does the system recover if Microservices fails while ensuring 99.99% uptime?,Missed fault tolerance,Hard,System Design,Microservices,4,3,0.8,8,All
0c931321-516f-4c00-a10a-06fef625df59,Q00042,follow_up,Can you provide a specific metric when you tried to troubleshoot a resource-constrained IoT ecosystem?,Missing cost consideration,Expert,Technical,AWS,2,3,0.5,6,All
aef9436d-cee2-4fab-8862-e75f1a70e1d7,Q00042,deep_dive,What are the specific trade-offs of using AWS for this over an alternative?,Strong base answer,Expert,Technical,AWS,3,3,0.6,7,All
ae139234-3205-42d1-8c92-d63aff66ac6b,Q00042,edge_case,How does the system recover if AWS fails with a hard deadline of two weeks?,No rollback strategy,Expert,Technical,AWS,4,3,0.8,8,All
9db90685-d9f5-4b79-8f02-ef8a57ac5a88,Q00043,follow_up,Can you provide a specific metric when you tried to troubleshoot a resource-constrained IoT ecosystem?,No lessons learned mentioned,Easy,Soft Skills,Adaptability,2,3,0.5,6,All
5f4a4e6b-f109-4907-8aa6-12fc470dc015,Q00043,deep_dive,What are the specific trade-offs of using Adaptability for this over an alternative?,Strong self-awareness shown,Easy,Soft Skills,Adaptability,3,3,0.6,7,All
e6bf9cf5-4c9e-42ef-95d3-3b887828f50f,Q00043,edge_case,How does the system recover if Adaptability fails with zero downtime?,No conflict acknowledged,Easy,Soft Skills,Adaptability,4,3,0.8,8,All
17147c7b-a863-45f0-b298-90b56d8e93b3,Q00044,follow_up,Can you provide a specific metric when you tried to troubleshoot a resource-constrained IoT ecosystem?,Did not address security,Medium,Technical,AWS,2,3,0.5,6,All
20ae8f12-950a-428f-b3aa-bf53c2dfd1d5,Q00044,deep_dive,What are the specific trade-offs of using AWS for this over an alternative?,Strong base answer,Medium,Technical,AWS,3,3,0.6,7,All
9f771e36-1534-40f9-985b-6b1b5be4db44,Q00044,edge_case,How does the system recover if AWS fails with zero downtime?,Did not address security,Medium,Technical,AWS,4,3,0.8,8,All
6a6b140b-b7dc-4b4b-a00e-539b9c9ef3ea,Q00045,follow_up,Can you provide a specific metric when you tried to debug a realtime data pipeline?,Missed database indexing,Medium,System Design,Scalability,2,3,0.5,6,All
a2af0bb9-acb0-4dcc-9efb-9f3dccba7880,Q00045,deep_dive,What are the specific trade-offs of using Scalability for this over an alternative?,Strong base answer,Medium,System Design,Scalability,3,3,0.6,7,All
beb10b2f-fc26-4232-bb5c-4e543e57daf8,Q00045,edge_case,How does the system recover if Scalability fails with a hard deadline of two weeks?,Skipped SLA definition,Medium,System Design,Scalability,4,3,0.8,8,All
a903f2e3-ff63-4241-a87a-620d924a7590,Q00046,follow_up,Can you provide a specific metric when you tried to design a highly secure payment gateway?,Skipped SLA definition,Hard,System Design,API Design,2,3,0.5,6,All
0dec3b60-e12e-4b5c-82c6-a6719ed0f7ad,Q00046,deep_dive,What are the specific trade-offs of using API Design for this over an alternative?,Missing CAP theorem awareness,Hard,System Design,API Design,3,3,0.6,7,All
9a6cdce6-e9be-4cb4-a31a-07e13b720b8c,Q00046,edge_case,How does the system recover if API Design fails with a globally distributed team?,No capacity planning discussed,Hard,System Design,API Design,4,3,0.8,8,All
